id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-44_qa_123,train,conv-44,123,Audrey,Andrew,What did Andrew get for Scout to create a safe and fun space for them?,"Speaker A: Audrey
Speaker B: Andrew
Question: What did Andrew get for Scout to create a safe and fun space for them?",4,fallback_ambiguous,speaker_b
conv-47_qa_1,train,conv-47,1,James,John,What are John's suspected health problems?,"Speaker A: James
Speaker B: John
Question: What are John's suspected health problems?",3,multi_hop,speaker_b
conv-47_qa_2,train,conv-47,2,James,John,"Which recreational activity was James pursuing on March 16, 2022?","Speaker A: James
Speaker B: John
Question: Which recreational activity was James pursuing on March 16, 2022?",2,temporal,speaker_a
conv-47_qa_3,train,conv-47,3,James,John,Which places or events have John and James planned to meet at?,"Speaker A: James
Speaker B: John
Question: Which places or events have John and James planned to meet at?",1,single_hop,both
conv-47_qa_4,train,conv-47,4,James,John,Do both James and John have pets?,"Speaker A: James
Speaker B: John
Question: Do both James and John have pets?",1,single_hop,both
conv-47_qa_5,train,conv-47,5,James,John,When did John resume playing drums in his adulthood?,"Speaker A: James
Speaker B: John
Question: When did John resume playing drums in his adulthood?",2,temporal,speaker_b
conv-47_qa_6,train,conv-47,6,James,John,What are John and James' favorite games?,"Speaker A: James
Speaker B: John
Question: What are John and James' favorite games?",1,single_hop,both
conv-47_qa_7,train,conv-47,7,James,John,Does James live in Connecticut?,"Speaker A: James
Speaker B: John
Question: Does James live in Connecticut?",3,multi_hop,speaker_a
conv-47_qa_8,train,conv-47,8,James,John,In which state is the shelter from which James adopted the puppy?,"Speaker A: James
Speaker B: John
Question: In which state is the shelter from which James adopted the puppy?",3,multi_hop,speaker_a
conv-47_qa_9,train,conv-47,9,James,John,How many pets does James have?,"Speaker A: James
Speaker B: John
Question: How many pets does James have?",1,single_hop,speaker_a
conv-47_qa_10,train,conv-47,10,James,John,What are the names of James's dogs?,"Speaker A: James
Speaker B: John
Question: What are the names of James's dogs?",1,single_hop,speaker_a
conv-47_qa_11,train,conv-47,11,James,John,When did James adopt Ned?,"Speaker A: James
Speaker B: John
Question: When did James adopt Ned?",2,temporal,speaker_a
conv-47_qa_12,train,conv-47,12,James,John,"How was John feeling on April 10, 2022?","Speaker A: James
Speaker B: John
Question: How was John feeling on April 10, 2022?",2,temporal,speaker_b
conv-47_qa_13,train,conv-47,13,James,John,Did James have a girlfriend during April 2022?,"Speaker A: James
Speaker B: John
Question: Did James have a girlfriend during April 2022?",3,multi_hop,speaker_a
conv-47_qa_14,train,conv-47,14,James,John,When did James visit Italy?,"Speaker A: James
Speaker B: John
Question: When did James visit Italy?",2,temporal,speaker_a
conv-47_qa_15,train,conv-47,15,James,John,When did James buy himself a new adventure book?,"Speaker A: James
Speaker B: John
Question: When did James buy himself a new adventure book?",2,temporal,speaker_a
conv-47_qa_16,train,conv-47,16,James,John,When did James start playing Civilization VI?,"Speaker A: James
Speaker B: John
Question: When did James start playing Civilization VI?",2,temporal,speaker_a
conv-47_qa_17,train,conv-47,17,James,John,What is the game with different colored cards that was John talking about with James?,"Speaker A: James
Speaker B: John
Question: What is the game with different colored cards that was John talking about with James?",3,multi_hop,both
conv-47_qa_18,train,conv-47,18,James,John,What is the board game where you have to find the imposter that John mentions to James?,"Speaker A: James
Speaker B: John
Question: What is the board game where you have to find the imposter that John mentions to James?",3,multi_hop,both
conv-47_qa_19,train,conv-47,19,James,John,Which books has John recommended to James?,"Speaker A: James
Speaker B: John
Question: Which books has John recommended to James?",1,single_hop,both
conv-47_qa_20,train,conv-47,20,James,John,Was James feeling lonely before meeting Samantha?,"Speaker A: James
Speaker B: John
Question: Was James feeling lonely before meeting Samantha?",3,multi_hop,speaker_a
conv-47_qa_21,train,conv-47,21,James,John,How many charity tournaments has John organized till date?,"Speaker A: James
Speaker B: John
Question: How many charity tournaments has John organized till date?",1,single_hop,speaker_b
conv-47_qa_22,train,conv-47,22,James,John,When did John first organize a charity tournament with his friends?,"Speaker A: James
Speaker B: John
Question: When did John first organize a charity tournament with his friends?",2,temporal,speaker_b
conv-47_qa_23,train,conv-47,23,James,John,Who or which organizations have been the beneficiaries of John's charity tournaments?,"Speaker A: James
Speaker B: John
Question: Who or which organizations have been the beneficiaries of John's charity tournaments?",1,single_hop,speaker_b
conv-47_qa_24,train,conv-47,24,James,John,When will John start his new job?,"Speaker A: James
Speaker B: John
Question: When will John start his new job?",2,temporal,speaker_b
conv-47_qa_25,train,conv-47,25,James,John,What kind of games has James tried to develop?,"Speaker A: James
Speaker B: John
Question: What kind of games has James tried to develop?",1,single_hop,speaker_a
conv-47_qa_26,train,conv-47,26,James,John,Are John and James fans of the same football team?,"Speaker A: James
Speaker B: John
Question: Are John and James fans of the same football team?",3,multi_hop,both
conv-47_qa_27,train,conv-47,27,James,John,Which countries has James visited?,"Speaker A: James
Speaker B: John
Question: Which countries has James visited?",1,single_hop,speaker_a
conv-47_qa_28,train,conv-47,28,James,John,What kind of classes has James joined?,"Speaker A: James
Speaker B: John
Question: What kind of classes has James joined?",1,single_hop,speaker_a
conv-47_qa_29,train,conv-47,29,James,John,When did James volunteer at an organization?,"Speaker A: James
Speaker B: John
Question: When did James volunteer at an organization?",2,temporal,speaker_a
conv-47_qa_30,train,conv-47,30,James,John,When did James depart for his trip to Canada?,"Speaker A: James
Speaker B: John
Question: When did James depart for his trip to Canada?",2,temporal,speaker_a
conv-47_qa_31,train,conv-47,31,James,John,Which country did James book tickets for in July 2022?,"Speaker A: James
Speaker B: John
Question: Which country did James book tickets for in July 2022?",3,multi_hop,speaker_a
conv-47_qa_32,train,conv-47,32,James,John,How many days did James plan to spend on his trip in Canada?,"Speaker A: James
Speaker B: John
Question: How many days did James plan to spend on his trip in Canada?",2,temporal,speaker_a
conv-47_qa_33,train,conv-47,33,James,John,"Where was James at on July 12, 2022?","Speaker A: James
Speaker B: John
Question: Where was James at on July 12, 2022?",2,temporal,speaker_a
conv-47_qa_34,train,conv-47,34,James,John,Did John and James study together?,"Speaker A: James
Speaker B: John
Question: Did John and James study together?",3,multi_hop,both
conv-47_qa_35,train,conv-47,35,James,John,Which countries did James visit in July 2022?,"Speaker A: James
Speaker B: John
Question: Which countries did James visit in July 2022?",1,single_hop,speaker_a
conv-47_qa_36,train,conv-47,36,James,John,What additional country did James visit during his trip to Canada?,"Speaker A: James
Speaker B: John
Question: What additional country did James visit during his trip to Canada?",3,multi_hop,speaker_a
conv-47_qa_37,train,conv-47,37,James,John,Who is Jill?,"Speaker A: James
Speaker B: John
Question: Who is Jill?",3,multi_hop,unknown
conv-47_qa_38,train,conv-47,38,James,John,When did John spend time with his sister and dogs?,"Speaker A: James
Speaker B: John
Question: When did John spend time with his sister and dogs?",2,temporal,speaker_b
conv-47_qa_39,train,conv-47,39,James,John,What happened to John's job situation in 2022?,"Speaker A: James
Speaker B: John
Question: What happened to John's job situation in 2022?",1,single_hop,speaker_b
conv-47_qa_40,train,conv-47,40,James,John,When did John start his job in IT?,"Speaker A: James
Speaker B: John
Question: When did John start his job in IT?",2,temporal,speaker_b
conv-47_qa_41,train,conv-47,41,James,John,What kind of tricks do James's pets know?,"Speaker A: James
Speaker B: John
Question: What kind of tricks do James's pets know?",1,single_hop,speaker_a
conv-47_qa_42,train,conv-47,42,James,John,When did James meet Samantha?,"Speaker A: James
Speaker B: John
Question: When did James meet Samantha?",2,temporal,speaker_a
conv-47_qa_43,train,conv-47,43,James,John,When did James take his 3 dogs to the beach?,"Speaker A: James
Speaker B: John
Question: When did James take his 3 dogs to the beach?",2,temporal,speaker_a
conv-47_qa_44,train,conv-47,44,James,John,When did John plan his next meeting with his siblings?,"Speaker A: James
Speaker B: John
Question: When did John plan his next meeting with his siblings?",2,temporal,speaker_b
conv-47_qa_45,train,conv-47,45,James,John,Why didn't John want to go to Starbucks?,"Speaker A: James
Speaker B: John
Question: Why didn't John want to go to Starbucks?",3,multi_hop,speaker_b
conv-47_qa_46,train,conv-47,46,James,John,What kind of beer does McGee's bar serve?,"Speaker A: James
Speaker B: John
Question: What kind of beer does McGee's bar serve?",1,single_hop,unknown
conv-47_qa_47,train,conv-47,47,James,John,When did John and James meet at McGee's bar?,"Speaker A: James
Speaker B: John
Question: When did John and James meet at McGee's bar?",2,temporal,both
conv-47_qa_48,train,conv-47,48,James,John,When did James ask Samantha to be his girlfriend?,"Speaker A: James
Speaker B: John
Question: When did James ask Samantha to be his girlfriend?",2,temporal,speaker_a
conv-47_qa_49,train,conv-47,49,James,John,"When did James, Samantha and John go to the baseball game together?","Speaker A: James
Speaker B: John
Question: When did James, Samantha and John go to the baseball game together?",2,temporal,both
conv-47_qa_50,train,conv-47,50,James,John,What gaming equipments did John buy or refurbish?,"Speaker A: James
Speaker B: John
Question: What gaming equipments did John buy or refurbish?",1,single_hop,speaker_b
conv-47_qa_51,train,conv-47,51,James,John,When did James start taking cooking classes?,"Speaker A: James
Speaker B: John
Question: When did James start taking cooking classes?",2,temporal,speaker_a
conv-47_qa_52,train,conv-47,52,James,John,Which new games did John start play during the course of the conversation with James?,"Speaker A: James
Speaker B: John
Question: Which new games did John start play during the course of the conversation with James?",1,single_hop,both
conv-47_qa_53,train,conv-47,53,James,John,When did John start working on his 2D Adventure mobile game?,"Speaker A: James
Speaker B: John
Question: When did John start working on his 2D Adventure mobile game?",2,temporal,speaker_b
conv-47_qa_54,train,conv-47,54,James,John,How long did it take for James to complete his Witcher-inspired game?,"Speaker A: James
Speaker B: John
Question: How long did it take for James to complete his Witcher-inspired game?",2,temporal,speaker_a
conv-47_qa_55,train,conv-47,55,James,John,What kind of programming-related events has John hosted?,"Speaker A: James
Speaker B: John
Question: What kind of programming-related events has John hosted?",1,single_hop,speaker_b
conv-47_qa_56,train,conv-47,56,James,John,When did John and his programming friends host an online programming competition?,"Speaker A: James
Speaker B: John
Question: When did John and his programming friends host an online programming competition?",2,temporal,speaker_b
conv-47_qa_57,train,conv-47,57,James,John,Which of James's family members have visited him in the last year?,"Speaker A: James
Speaker B: John
Question: Which of James's family members have visited him in the last year?",1,single_hop,speaker_a
conv-47_qa_58,train,conv-47,58,James,John,When did James' mother and her friend visit him?,"Speaker A: James
Speaker B: John
Question: When did James' mother and her friend visit him?",2,temporal,speaker_a
conv-47_qa_59,train,conv-47,59,James,John,When did James try Cyberpunk 2077 game?,"Speaker A: James
Speaker B: John
Question: When did James try Cyberpunk 2077 game?",2,temporal,speaker_a
conv-47_qa_60,train,conv-47,60,James,John,When did John and his gaming friends organize the charity tournament?,"Speaker A: James
Speaker B: John
Question: When did John and his gaming friends organize the charity tournament?",2,temporal,speaker_b
conv-47_qa_61,train,conv-47,61,James,John,What games has John played with his friends at charity tournaments?,"Speaker A: James
Speaker B: John
Question: What games has John played with his friends at charity tournaments?",1,single_hop,speaker_b
conv-47_qa_62,train,conv-47,62,James,John,What was James' big moment with Samantha in October 2023?,"Speaker A: James
Speaker B: John
Question: What was James' big moment with Samantha in October 2023?",2,temporal,speaker_a
conv-47_qa_63,train,conv-47,63,James,John,How long did James and Samantha date for before deciding to move in together?,"Speaker A: James
Speaker B: John
Question: How long did James and Samantha date for before deciding to move in together?",2,temporal,speaker_a
conv-47_qa_64,train,conv-47,64,James,John,"When did James, his family and his dogs start on a road trip together?","Speaker A: James
Speaker B: John
Question: When did James, his family and his dogs start on a road trip together?",2,temporal,speaker_a
conv-47_qa_65,train,conv-47,65,James,John,How long did John practice chess for before winning the chess tournament?,"Speaker A: James
Speaker B: John
Question: How long did John practice chess for before winning the chess tournament?",2,temporal,speaker_b
conv-47_qa_66,train,conv-47,66,James,John,When did James and his family visit Mark and Josh?,"Speaker A: James
Speaker B: John
Question: When did James and his family visit Mark and Josh?",2,temporal,speaker_a
conv-47_qa_67,train,conv-47,67,James,John,When did John work with a game developer on a project?,"Speaker A: James
Speaker B: John
Question: When did John work with a game developer on a project?",2,temporal,speaker_b
conv-47_qa_68,train,conv-47,68,James,John,What programming languages has James worked with?,"Speaker A: James
Speaker B: John
Question: What programming languages has James worked with?",4,fallback_ambiguous,speaker_a
conv-47_qa_69,train,conv-47,69,James,John,What type of mobile application does James plan to build with John?,"Speaker A: James
Speaker B: John
Question: What type of mobile application does James plan to build with John?",4,fallback_ambiguous,both
conv-47_qa_70,train,conv-47,70,James,John,How does James plan to make his dog-sitting app unique?,"Speaker A: James
Speaker B: John
Question: How does James plan to make his dog-sitting app unique?",4,fallback_ambiguous,speaker_a
conv-47_qa_71,train,conv-47,71,James,John,What has John mostly found with the metal detector so far?,"Speaker A: James
Speaker B: John
Question: What has John mostly found with the metal detector so far?",4,fallback_ambiguous,speaker_b
conv-47_qa_72,train,conv-47,72,James,John,What did James offer to do for John regarding pets?,"Speaker A: James
Speaker B: John
Question: What did James offer to do for John regarding pets?",4,fallback_ambiguous,both
